PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-g	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-r	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-i	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-R_sersic-z	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-g	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-r	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-i	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-n_sersic-z	PLANE_1-OBJECT_1-REDSHIFT	PLANE_2-OBJECT_1-REDSHIFT	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e1	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-e2	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i	PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	WEIGHT
0.7585394832955501	1.12854055784678	1.1014510329224505	1.1014510329224505	0.69583922213	1.38482024849	1.5456069448700003	1.5456069448700003	0.5519353	0.6723130999999999	-0.2571709	0.05891507	22.1966877	20.80497742	19.91817665	19.54384232	1.0
1.02439371034434	1.41794101643281	1.5979730597064	1.5979730597064	0.7884868922600001	1.08548536251	1.3658784730100002	1.3658784730100002	0.5211947	0.74486965	-0.07906415	-0.05837487	22.06679726	21.35493851	20.76961708	20.59098434	1.0
0.91237457017954	0.94361307652312	0.9877929333026502	0.9877929333026502	0.7332987066300001	1.04350403485	1.07569010635	1.07569010635	0.5403116	0.67627907	-0.09320193	-0.01314177	22.06497765	20.66715431	19.85492325	19.65679932	1.0
0.5584934867085601	0.59534598495843	0.5594120448033499	0.5594120448033499	0.7114421310800001	1.00842718044	1.27851863617	1.27851863617	0.6402936	0.89627133	-0.21627126	-0.05683388	23.05966377	22.53124046	21.81325531	21.64481544	1.0
0.96122235295096	1.0103591929733802	1.43521849055103	1.43521849055103	0.8748997081799998	0.98737466164	1.54403796314	1.54403796314	0.29513523	0.41708472	0.06511308	0.03921337	21.66205788	20.69074059	20.28273582	19.99382591	1.0
0.8088928448642001	0.97840470586038	0.86715484532964	0.86715484532964	0.71315470555	0.69831133008	0.8544807484899999	0.8544807484899999	0.49673402	0.80523293	-0.11953128	0.04269222	23.79116058	22.89347458	22.00951576	21.661623000000002	1.0
1.1608640518911202	1.5904821088831502	1.5856417507994702	1.5856417507994702	0.5536907518899999	1.09340538922	1.26087834775	1.26087834775	0.26872385	0.8461320999999999	-0.0437496	-0.05043248	22.80142593	21.97737885	21.45471954	21.16518402	1.0
0.5783631749303499	0.94457787616948	1.3913751852246603	1.3913751852246603	0.7772468719000001	1.03798036946	1.7586572458400003	1.7586572458400003	0.19427417	0.41253456	-0.0676664	-0.06892617	22.52819443	21.62759209	21.30129623	20.98071098	1.0
1.5570760024015102	2.8495069099761903	2.9366315010615405	2.9366315010615405	0.48497560047	1.1661624456200002	1.16022587286	1.16022587286	0.5812345	0.73097518	0.04703062	-0.07392474	24.58285713	22.93923187	21.86942482	21.47990799	1.0
3.0345991048229304	0.4637257640079901	0.5078418656451501	0.5078418656451501	2.7416172867900004	1.0280455339399999	1.55428054811	1.55428054811	0.41196907	0.75517039	-0.00470287	0.00527462	23.03318214	22.20421791	21.636602399999997	21.43975067	1.0
